song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
I Got 5 On It,61.0,253533.0,0.2,0.6,0.7,0.0,10.0,0.1,-7.9,0.0,0.4,174.1,4.0,0.6
Who Am I (What's My Name)?,72.0,246320.0,0.0,0.7,0.8,0.0,7.0,0.5,-4.0,1.0,0.0,96.8,4.0,0.7
U.N.I.T.Y.,18.0,251906.0,0.0,0.7,0.7,0.0,4.0,0.3,-4.1,0.0,0.4,93.8,4.0,0.5
Mama Said Knock You Out,46.0,287893.0,0.0,0.8,0.8,0.5,10.0,0.3,-7.4,0.0,0.1,102.4,4.0,0.6
Mind Playing Tricks on Me,67.0,308733.0,0.2,0.9,0.5,0.0,10.0,0.1,-11.8,0.0,0.2,94.0,4.0,0.5
I Get Around,71.0,259000.0,0.2,0.8,0.4,0.0,10.0,0.3,-14.0,0.0,0.1,96.2,4.0,0.6
Big Poppa,75.0,252746.0,0.4,0.8,0.6,0.0,9.0,0.1,-7.2,0.0,0.3,84.5,4.0,0.8
"Shook Ones, Pt. II",77.0,325506.0,0.0,0.8,0.8,0.0,10.0,0.1,-6.5,0.0,0.2,93.9,4.0,0.5
Runnin',65.0,296266.0,0.0,0.8,0.8,0.0,10.0,0.3,-8.2,0.0,0.2,94.1,4.0,0.8
N.Y. State of Mind,64.0,293973.0,0.0,0.7,0.9,0.0,6.0,0.2,-4.7,0.0,0.2,84.1,4.0,0.9
Bring Da Ruckus,64.0,251466.0,0.2,0.8,0.6,0.0,11.0,0.4,-9.4,1.0,0.4,87.6,4.0,0.5
Oh My God,55.0,208840.0,0.0,0.9,0.7,0.0,10.0,0.1,-8.0,0.0,0.3,94.6,4.0,0.7
Informer,64.0,268910.0,0.1,0.8,0.7,0.0,6.0,0.4,-11.0,0.0,0.2,98.1,4.0,0.5
Killing Me Softly With His Song,72.0,298773.0,0.0,0.8,0.3,0.0,4.0,0.6,-17.1,0.0,0.1,92.4,4.0,0.5
Love Like This - 2016 Remaster,45.0,271920.0,0.0,0.7,0.7,0.0,0.0,0.1,-4.0,1.0,0.1,100.9,4.0,0.8
Feel So Good - 2016 Remastered,45.0,204666.0,0.2,0.8,0.8,0.0,1.0,0.1,-6.0,0.0,0.3,105.2,4.0,0.6
Insane in the Brain,46.0,210160.0,0.0,0.9,0.6,0.1,8.0,0.1,-10.8,0.0,0.2,102.2,4.0,0.7
Baby Got Back,27.0,262826.0,0.0,0.9,0.7,0.0,1.0,0.1,-11.3,1.0,0.3,128.5,4.0,0.6
Sabotage,73.0,178440.0,0.0,0.3,0.9,0.0,6.0,0.1,-7.3,0.0,0.1,168.1,4.0,0.5
O.P.P,60.0,271066.0,0.0,0.8,0.8,0.0,4.0,0.1,-11.9,0.0,0.1,97.7,4.0,0.8
Fight The Power,56.0,282640.0,0.0,0.8,0.6,0.0,2.0,0.5,-13.0,1.0,0.3,106.0,4.0,0.4
Poison,49.0,261866.0,0.0,0.8,0.6,0.0,6.0,0.6,-10.1,0.0,0.2,111.9,4.0,0.7
U Can't Touch This,73.0,257360.0,0.0,0.9,0.5,0.0,11.0,0.1,-13.2,0.0,0.1,133.1,4.0,0.9
Tennessee - Remastered,45.0,272706.0,0.0,0.8,0.9,0.0,1.0,0.3,-3.7,0.0,0.2,99.9,4.0,0.7
Around The Way Girl,48.0,246533.0,0.0,0.6,0.7,0.0,1.0,0.3,-10.8,0.0,0.3,202.1,4.0,0.7
Can't You See (feat. The Notorious B.I.G.) - 2016 Remastered,42.0,279520.0,0.2,0.7,0.7,0.0,8.0,0.3,-4.9,0.0,0.1,86.3,4.0,0.8
Get Ur Freak On,73.0,211120.0,0.5,0.8,0.8,0.1,0.0,0.1,-9.4,1.0,0.2,177.9,4.0,0.7
Can I Kick It?,72.0,251573.0,0.2,0.8,0.7,0.0,0.0,0.1,-6.5,1.0,0.3,96.7,4.0,0.7
Anywhere - 2016 Remastered,41.0,247213.0,0.2,0.6,0.6,0.0,7.0,0.1,-6.0,0.0,0.3,125.9,4.0,0.9
"Very Special - feat. Spinderella, Laree Williams And Karen Anderson",44.0,305013.0,0.2,0.7,0.4,0.0,8.0,0.1,-13.4,0.0,0.1,80.2,4.0,0.7
Woo Hah!! Got You All In Check,42.0,271973.0,0.1,0.8,0.8,0.0,1.0,0.1,-7.1,1.0,0.2,92.1,4.0,0.8
Return Of The Mack,73.0,213093.0,0.0,0.7,0.8,0.0,2.0,0.2,-5.4,1.0,0.1,95.5,4.0,0.6
Just A Friend,63.0,238266.0,0.1,0.9,0.7,0.0,0.0,0.3,-9.0,1.0,0.2,85.3,4.0,0.8
Shimmy Shimmy Ya,68.0,161400.0,0.1,0.8,0.5,0.0,0.0,0.0,-5.2,1.0,0.2,96.3,4.0,0.2
Money Ain't a Thang,58.0,254253.0,0.1,0.9,0.7,0.0,6.0,0.1,-7.3,0.0,0.2,100.0,4.0,0.8
Got Your Money (feat. Kelis),65.0,239546.0,0.1,0.9,0.5,0.0,1.0,0.2,-7.7,1.0,0.2,103.0,4.0,0.7
Knockin' Boots,32.0,233120.0,0.1,0.9,0.7,0.0,7.0,0.4,-8.2,1.0,0.3,101.4,4.0,0.6
Gettin' Jiggy Wit It,72.0,227694.0,0.0,0.9,0.9,0.0,6.0,0.2,-4.5,1.0,0.1,107.9,4.0,0.9
Gone Till November,47.0,207466.0,0.1,0.7,0.5,0.0,4.0,0.2,-9.0,1.0,0.1,85.9,4.0,0.4
Rebirth Of Slick (Cool Like Dat),58.0,261266.0,0.0,0.9,0.3,0.1,1.0,0.1,-18.9,0.0,0.2,98.3,4.0,0.6
No Scrubs,51.0,218026.0,0.0,0.8,0.6,0.0,8.0,0.1,-5.5,0.0,0.1,92.9,4.0,0.5
Doo Wop (That Thing),76.0,320266.0,0.0,0.5,0.5,0.0,2.0,0.1,-8.9,0.0,0.2,99.9,4.0,0.5
Summertime - Single Edit,47.0,237093.0,0.0,0.6,0.8,0.0,7.0,0.4,-6.3,1.0,0.1,95.0,4.0,0.4
Ghetto Supastar (That is What You Are),70.0,261133.0,0.0,0.8,0.7,0.0,1.0,0.2,-8.4,1.0,0.2,99.9,4.0,0.5
Jump,69.0,195106.0,0.0,0.7,0.7,0.0,2.0,0.3,-10.6,1.0,0.2,102.0,4.0,0.5
No Diggity,81.0,304600.0,0.3,0.9,0.6,0.0,1.0,0.3,-4.7,0.0,0.3,88.6,4.0,0.7
Still Not a Player (feat. Joe),53.0,236120.0,0.2,0.9,0.7,0.0,4.0,0.1,-5.4,0.0,0.3,94.1,4.0,0.9
I Wish - Radio Edit,63.0,252306.0,0.0,0.7,0.7,0.0,7.0,0.3,-10.1,1.0,0.2,97.9,4.0,0.6
Regulate,76.0,248866.0,0.3,0.8,0.5,0.0,11.0,0.1,-13.1,0.0,0.2,95.3,4.0,0.7
Now That We Found Love,45.0,257693.0,0.0,0.7,0.9,0.0,8.0,0.2,-7.9,1.0,0.1,120.0,4.0,0.7
I'll Be There For You/You're All I Need To Get By,10.0,307506.0,0.1,0.7,0.8,0.0,1.0,0.3,-3.7,0.0,0.1,95.1,4.0,0.6
It Was A Good Day,64.0,260306.0,0.1,0.8,0.8,0.0,5.0,0.0,-5.4,0.0,0.1,82.4,4.0,0.8
Funkdafied,50.0,185933.0,0.1,0.8,0.5,0.0,11.0,0.1,-12.4,0.0,0.3,91.0,4.0,0.7
On & On,52.0,225973.0,0.1,0.8,0.4,0.0,4.0,0.3,-10.8,1.0,0.2,80.5,4.0,0.4
Murder Was The Case (Death After Visualizing Eternity) (feat. Dat Nigga Daz),39.0,218186.0,0.0,0.4,0.8,0.0,11.0,0.3,-5.4,1.0,0.1,91.2,4.0,0.6
Under The Bridge,67.0,265506.0,0.0,0.6,0.5,0.0,4.0,0.1,-8.0,1.0,0.0,84.3,4.0,0.5
Drive,76.0,232453.0,0.1,0.6,0.8,0.0,4.0,0.1,-7.3,0.0,0.0,90.6,4.0,0.7
Torn - Acoustic MTV Unplugged,61.0,186400.0,0.7,0.5,0.5,0.0,5.0,0.1,-8.4,1.0,0.0,93.8,4.0,0.5
Wonderwall,21.0,258906.0,0.0,0.4,0.8,0.0,2.0,0.1,-5.6,1.0,0.0,174.4,4.0,0.5
Give Me One Reason,71.0,268333.0,0.6,0.6,0.4,0.0,11.0,0.1,-10.0,1.0,0.0,100.2,4.0,0.6
High And Dry,74.0,257480.0,0.1,0.4,0.4,0.0,4.0,0.1,-11.8,1.0,0.0,87.8,4.0,0.4
Sunny Came Home,62.0,264200.0,0.3,0.6,0.6,0.0,11.0,0.1,-8.1,0.0,0.0,167.8,4.0,0.4
Fade Into You,72.0,295600.0,0.2,0.4,0.3,0.0,9.0,0.1,-13.9,1.0,0.0,157.1,3.0,0.2
Hallelujah,57.0,413826.0,0.9,0.3,0.1,0.0,0.0,0.2,-10.3,1.0,0.0,96.9,3.0,0.1
Bitter Sweet Symphony,32.0,358426.0,0.0,0.4,0.9,0.0,9.0,0.5,-6.5,1.0,0.0,171.1,4.0,0.5
Meet Virginia,67.0,239933.0,0.1,0.7,0.6,0.0,7.0,0.1,-7.8,1.0,0.0,90.0,4.0,0.6
How's It Going To Be,67.0,253413.0,0.0,0.6,0.6,0.0,5.0,0.1,-9.4,1.0,0.0,80.3,4.0,0.6
Iris,77.0,289533.0,0.0,0.3,0.7,0.0,11.0,0.1,-8.1,0.0,0.0,155.9,3.0,0.5
Mr. Jones,78.0,272506.0,0.2,0.6,0.8,0.0,0.0,0.2,-6.5,1.0,0.0,141.6,4.0,0.8
Good Riddance (Time of Your Life),77.0,153466.0,0.2,0.5,0.4,0.0,7.0,0.2,-7.8,1.0,0.0,94.6,4.0,0.6
You Were Meant For Me,66.0,254480.0,0.8,0.6,0.3,0.0,6.0,0.1,-7.9,1.0,0.0,111.9,4.0,0.4
Fake Plastic Trees,70.0,290706.0,0.2,0.5,0.2,0.1,2.0,0.2,-12.6,1.0,0.0,73.6,4.0,0.1
Zombie - Acoustic Version,64.0,241560.0,0.0,0.5,0.4,0.0,4.0,0.1,-8.0,0.0,0.0,84.1,4.0,0.1
Don't Speak,39.0,263000.0,0.2,0.5,0.7,0.0,5.0,0.2,-7.1,0.0,0.0,76.1,4.0,0.6
Save Tonight,75.0,242733.0,0.0,0.5,0.7,0.0,0.0,0.3,-8.7,1.0,0.0,119.6,4.0,0.7
Glycerine - Acoustic,14.0,212893.0,0.6,0.6,0.3,0.0,11.0,0.1,-9.3,0.0,0.0,118.8,4.0,0.3
The Freshmen,65.0,269466.0,0.1,0.6,0.5,0.0,1.0,0.1,-9.3,0.0,0.0,99.6,4.0,0.3
Loser,70.0,235000.0,0.0,0.7,0.6,0.0,6.0,0.4,-10.4,0.0,0.1,85.4,4.0,0.8
1979,19.0,265893.0,0.0,0.8,0.7,0.7,8.0,0.1,-11.3,1.0,0.0,127.0,4.0,1.0
Losing My Religion,28.0,267733.0,0.1,0.7,0.8,0.0,9.0,0.1,-6.0,0.0,0.0,125.4,4.0,0.8
Push,72.0,238666.0,0.0,0.4,0.7,0.0,6.0,0.1,-7.9,1.0,0.0,168.0,4.0,0.5
When I Come Around,74.0,178000.0,0.0,0.5,0.9,0.0,11.0,0.2,-4.2,1.0,0.0,97.5,4.0,0.8
What It's Like,17.0,303133.0,0.1,0.7,0.6,0.0,0.0,0.1,-7.4,1.0,0.0,85.2,4.0,0.4
Plush - Acoustic,63.0,230293.0,0.7,0.6,0.4,0.0,5.0,0.7,-11.0,0.0,0.0,133.4,4.0,0.3
Everlong - Acoustic Version,70.0,250906.0,0.9,0.6,0.3,0.0,2.0,0.1,-11.3,1.0,0.0,144.2,4.0,0.5
Name,66.0,270000.0,0.1,0.5,0.7,0.0,9.0,0.1,-5.9,1.0,0.0,74.0,4.0,0.4
A Long December,59.0,295066.0,0.5,0.4,0.6,0.0,5.0,0.3,-6.9,1.0,0.0,142.3,4.0,0.4
Kiss From A Rose - Acoustic Version,56.0,324066.0,0.7,0.7,0.4,0.0,4.0,0.1,-9.7,0.0,0.0,119.3,3.0,0.3
Head Over Feet - Live/Unplugged Version,54.0,262560.0,0.1,0.4,0.7,0.0,0.0,1.0,-8.7,1.0,0.1,168.8,4.0,0.3
All The Small Things,80.0,168000.0,0.0,0.4,0.9,0.0,0.0,0.5,-4.8,1.0,0.1,148.6,4.0,0.7
Black Hole Sun,16.0,318040.0,0.0,0.4,0.7,0.0,6.0,0.1,-8.5,1.0,0.0,105.8,4.0,0.2
Slide,69.0,212066.0,0.0,0.4,0.8,0.0,8.0,0.0,-4.5,1.0,0.0,112.4,4.0,0.5
Crash into Me,68.0,316466.0,0.1,0.5,0.7,0.0,4.0,0.1,-10.8,1.0,0.0,101.1,4.0,0.6
Santeria,24.0,183200.0,0.0,0.7,0.8,0.0,1.0,0.1,-5.2,0.0,0.0,90.4,4.0,0.6
Runaway Train,70.0,265866.0,0.0,0.6,0.7,0.0,0.0,0.1,-8.0,1.0,0.0,117.3,4.0,0.6
Alright,73.0,180880.0,0.0,0.5,1.0,0.2,4.0,0.3,-4.8,0.0,0.1,145.9,4.0,0.7
Don't Speak,66.0,262746.0,0.3,0.5,0.8,0.0,5.0,0.1,-5.4,0.0,0.0,76.1,4.0,0.6
Right Here Right Now,56.0,189293.0,0.0,0.7,0.6,0.0,2.0,0.1,-13.6,1.0,0.0,106.9,4.0,0.7
Crazy for This Girl,56.0,202026.0,0.0,0.5,0.9,0.0,0.0,0.1,-5.5,1.0,0.0,94.0,4.0,0.4
One Week,56.0,169760.0,0.0,0.7,0.9,0.0,9.0,0.1,-6.0,1.0,0.0,112.8,4.0,0.7
Send Me On My Way,57.0,261706.0,0.2,0.5,0.8,0.0,0.0,0.1,-6.5,1.0,0.1,119.4,4.0,0.7
Feed the Tree,47.0,209000.0,0.0,0.5,0.7,0.7,0.0,0.1,-8.3,1.0,0.0,138.0,4.0,0.9
Why I'm Here,50.0,238093.0,0.0,0.6,0.7,0.0,8.0,0.1,-7.1,0.0,0.0,100.0,4.0,0.5
Beautiful Girl,52.0,207546.0,0.0,0.7,0.7,0.7,11.0,0.1,-6.1,1.0,0.0,120.6,4.0,0.4
That Was A Crazy Game of Poker,53.0,522760.0,0.0,0.5,0.7,0.0,0.0,0.1,-8.7,1.0,0.1,80.8,4.0,0.6
Losing My Religion,7.0,267760.0,0.1,0.7,0.9,0.0,9.0,0.1,-4.5,0.0,0.0,125.4,4.0,0.8
Unbelievable,11.0,209813.0,0.0,0.6,0.8,0.0,1.0,0.1,-6.9,1.0,0.0,104.1,4.0,0.9
Little Black Backpack - Remastered,6.0,224939.0,0.0,0.5,0.9,0.0,7.0,0.1,-4.9,1.0,0.1,118.1,4.0,0.3
Teenage Dirtbag,72.0,241840.0,0.4,0.6,0.8,0.0,4.0,0.2,-4.1,1.0,0.1,94.7,4.0,0.6
Come Out and Play,11.0,197800.0,0.1,0.5,0.9,0.0,7.0,0.1,-3.8,1.0,0.2,158.3,4.0,0.9
All Star,83.0,200373.0,0.0,0.7,0.9,0.0,11.0,0.1,-5.9,1.0,0.0,104.0,4.0,0.8
Absolutely (Story of a Girl) - Radio Mix,68.0,189333.0,0.0,0.5,0.9,0.0,7.0,0.1,-5.2,1.0,0.1,96.5,4.0,0.7
Roll To Me,60.0,132306.0,0.4,0.6,0.8,0.0,6.0,0.1,-5.8,1.0,0.0,150.0,4.0,0.9
Hey Leonardo (She Likes Me For Me),4.0,208493.0,0.0,0.6,0.8,0.0,1.0,0.1,-3.7,1.0,0.0,103.1,4.0,0.6
Inside Out,68.0,219466.0,0.1,0.5,0.8,0.0,11.0,0.4,-7.7,1.0,0.0,175.7,4.0,0.7
Blister in the Sun - 2002 Remastered Version,69.0,144333.0,0.2,0.7,0.3,0.0,0.0,0.1,-19.8,1.0,0.1,97.0,4.0,0.9
Cannonball,8.0,215573.0,0.0,0.5,0.7,0.8,3.0,0.4,-11.8,1.0,0.0,112.5,4.0,0.8
Iris,79,289906,0.00133,0.291,0.79,5.61E-06,11,0.0811,-5.683,0,0.0363,155.667,3,0.513
Into Your Arms,6,164466,0.0271,0.48,0.891,3.24E-06,2,0.185,-5.001,1,0.0332,123.961,4,0.662
Mmm Mmm Mmm Mmm,59,235173,0.25,0.58,0.575,1.83E-05,3,0.0813,-7.72,1,0.0231,92.934,4,0.37
Santa Monica,68,191506,0.156,0.491,0.942,0,7,0.367,-5.333,1,0.132,100.446,4,0.387
It's The End Of The World As We Know It (And I Feel Fine),67,246933,0.026,0.383,0.893,0,7,0.0251,-8.638,1,0.037,205.544,4,0.803
Shine,67,306040,0.294,0.54,0.423,0.0884,6,0.152,-8.799,1,0.0283,150.135,4,0.353
Run-Around,61,280093,0.0721,0.58,0.899,0,7,0.0942,-5.503,1,0.0818,152.311,4,0.847
Lullaby,52,329866,0.0211,0.626,0.731,0.00231,7,0.249,-8,1,0.0455,79.971,4,0.545
You Don't Know How It Feels,66,289440,0.119,0.765,0.502,0.0011,9,0.171,-7.393,1,0.0321,144.204,4,0.836
Linger,77,274706,0.0783,0.439,0.434,4.87E-05,7,0.14,-14.918,1,0.0265,94.845,4,0.204
Ironic,60,225933,0.25,0.295,0.593,0,11,0.236,-7.572,1,0.0555,85.482,4,0.37
Breakfast At Tiffany's,68,257373,0.12,0.628,0.829,0,2,0.097,-5.484,1,0.0293,110.377,4,0.503
Counting Blue Cars (Tell Me Your Thoughts On God),60,291906,0.0105,0.461,0.802,2.18E-05,2,0.253,-4.279,1,0.029,100.179,4,0.384
One Man Army,49,202293,0.0273,0.406,0.888,0,6,0.0848,-4.204,1,0.131,159.386,4,0.592
Stupid Girl,59,258133,0.00336,0.588,0.804,0.00172,11,0.0358,-4.006,1,0.0333,120.015,4,0.736
Glycerine,15,266493,0.0365,0.447,0.337,0.00124,5,0.0945,-11.402,1,0.0325,114.422,4,0.0827
